step,time,perturbation,id,L_current,L_cortex,L_sf,k_active,alignment,init_alignment,tension_cortex,tension_sf,tension_total,DSP,TJP1,JCAD,P_RhoA,P_RhoC
499,49.9,TJP1_KO,4,6.3926,4.6822,4.6822,3.7193,0.932,0.195,6.3577,0.0,6.3577,0.669,0.0,0.669,0.801,0.263
499,49.9,TJP1_KO,5,6.8834,4.6822,4.6822,3.6473,0.963,0.556,8.0232,0.0,8.0232,0.669,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,6,7.4126,4.6822,4.6822,3.522,0.983,0.831,9.6086,0.0,9.6086,0.67,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,7,7.8771,4.6822,4.6822,3.4182,0.997,0.981,10.9104,0.0,10.9104,0.67,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,8,7.8771,4.6822,4.6822,3.4182,0.997,0.981,10.9104,0.0,10.9104,0.67,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,9,7.4126,4.6822,4.6822,3.522,0.983,0.831,9.6086,0.0,9.6086,0.67,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,10,6.8834,4.6822,4.6822,3.6473,0.963,0.556,8.0232,0.0,8.0232,0.669,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,11,6.3926,4.6822,4.6822,3.7193,0.932,0.195,6.3577,0.0,6.3577,0.669,0.0,0.669,0.801,0.263
499,49.9,TJP1_KO,12,6.3926,4.6822,4.6822,3.7193,0.932,0.195,6.3577,0.0,6.3577,0.669,0.0,0.669,0.801,0.263
499,49.9,TJP1_KO,13,6.8834,4.6822,4.6822,3.6473,0.963,0.556,8.0232,0.0,8.0232,0.669,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,14,7.4126,4.6822,4.6822,3.522,0.983,0.831,9.6086,0.0,9.6086,0.67,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,15,7.8771,4.6822,4.6822,3.4182,0.997,0.981,10.9104,0.0,10.9104,0.67,0.0,0.67,0.801,0.263
499,49.9,JCAD_KO,0,8.0632,4.6822,3.8627,2.261,0.998,0.981,7.6383,2.842,10.4803,0.669,0.667,0.67,0.644,0.637
499,49.9,JCAD_KO,1,7.7711,4.6822,3.964,2.3116,0.987,0.831,7.1352,2.1837,9.3189,0.669,0.667,0.67,0.644,0.637
499,49.9,JCAD_KO,2,7.4653,4.6822,4.18,2.402,0.972,0.556,6.6811,1.2592,7.9403,0.669,0.666,0.67,0.644,0.637
499,49.9,JCAD_KO,3,7.1834,4.6822,4.5007,2.4549,0.952,0.195,6.1374,0.3611,6.4984,0.669,0.666,0.669,0.644,0.637
499,49.9,JCAD_KO,4,7.1834,4.6822,4.5007,2.4549,0.952,0.195,6.1374,0.3611,6.4984,0.669,0.666,0.669,0.644,0.637
499,49.9,JCAD_KO,5,7.4653,4.6822,4.18,2.402,0.972,0.556,6.6811,1.2592,7.9403,0.669,0.666,0.67,0.644,0.637
499,49.9,JCAD_KO,6,7.7711,4.6822,3.964,2.3116,0.987,0.831,7.1352,2.1837,9.3189,0.669,0.667,0.67,0.644,0.637
499,49.9,JCAD_KO,7,8.0632,4.6822,3.8627,2.261,0.998,0.981,7.6383,2.842,10.4803,0.669,0.667,0.67,0.644,0.637
499,49.9,JCAD_KO,8,8.0632,4.6822,3.8627,2.261,0.998,0.981,7.6383,2.842,10.4803,0.669,0.667,0.67,0.644,0.637
499,49.9,JCAD_KO,9,7.7711,4.6822,3.964,2.3116,0.987,0.831,7.1352,2.1837,9.3189,0.669,0.667,0.67,0.644,0.637
499,49.9,JCAD_KO,10,7.4653,4.6822,4.18,2.402,0.972,0.556,6.6811,1.2592,7.9403,0.669,0.666,0.67,0.644,0.637
499,49.9,JCAD_KO,11,7.1834,4.6822,4.5007,2.4549,0.952,0.195,6.1374,0.3611,6.4984,0.669,0.666,0.669,0.644,0.637
499,49.9,JCAD_KO,12,7.1834,4.6822,4.5007,2.4549,0.952,0.195,6.1374,0.3611,6.4984,0.669,0.666,0.669,0.644,0.637
499,49.9,JCAD_KO,13,7.4653,4.6822,4.18,2.402,0.972,0.556,6.6811,1.2592,7.9403,0.669,0.666,0.67,0.644,0.637
499,49.9,JCAD_KO,14,7.7711,4.6822,3.964,2.3116,0.987,0.831,7.1352,2.1837,9.3189,0.669,0.667,0.67,0.644,0.637
499,49.9,JCAD_KO,15,8.0632,4.6822,3.8627,2.261,0.998,0.981,7.6383,2.842,10.4803,0.669,0.667,0.67,0.644,0.637
499,49.9,DSP_JCAD_DKO,0,8.7663,4.6822,3.9954,1.0,0.998,0.981,4.0842,3.228,7.3122,0.0,0.66,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,1,8.7476,4.6822,4.0728,1.0,0.992,0.831,4.0654,2.6816,6.7471,0.0,0.66,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,2,9.0435,4.6822,4.2557,1.0,0.986,0.556,4.3613,1.8352,6.1965,0.0,0.661,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,3,9.6842,4.6822,4.5285,1.0,0.98,0.195,5.002,0.694,5.696,0.0,0.663,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,4,9.6842,4.6822,4.5285,1.0,0.98,0.195,5.002,0.694,5.696,0.0,0.663,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,5,9.0435,4.6822,4.2557,1.0,0.986,0.556,4.3613,1.8352,6.1965,0.0,0.661,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,6,8.7476,4.6822,4.0728,1.0,0.992,0.831,4.0654,2.6816,6.7471,0.0,0.66,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,7,8.7663,4.6822,3.9954,1.0,0.998,0.981,4.0842,3.228,7.3122,0.0,0.66,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,8,8.7663,4.6822,3.9954,1.0,0.998,0.981,4.0842,3.228,7.3122,0.0,0.66,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,9,8.7476,4.6822,4.0728,1.0,0.992,0.831,4.0654,2.6816,6.7471,0.0,0.66,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,10,9.0435,4.6822,4.2557,1.0,0.986,0.556,4.3613,1.8352,6.1965,0.0,0.661,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,11,9.6842,4.6822,4.5285,1.0,0.98,0.195,5.002,0.694,5.696,0.0,0.663,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,12,9.6842,4.6822,4.5285,1.0,0.98,0.195,5.002,0.694,5.696,0.0,0.663,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,13,9.0435,4.6822,4.2557,1.0,0.986,0.556,4.3613,1.8352,6.1965,0.0,0.661,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,14,8.7476,4.6822,4.0728,1.0,0.992,0.831,4.0654,2.6816,6.7471,0.0,0.66,0.0,0.367,0.606
499,49.9,DSP_JCAD_DKO,15,8.7663,4.6822,3.9954,1.0,0.998,0.981,4.0842,3.228,7.3122,0.0,0.66,0.0,0.367,0.606
499,49.9,TJP1_JCAD_DKO,0,9.0171,4.6822,4.6822,2.0133,0.998,0.981,8.7215,0.0,8.7215,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,1,8.4511,4.6822,4.6822,2.0698,0.989,0.831,7.7965,0.0,7.7965,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,2,7.8723,4.6822,4.6822,2.1267,0.978,0.556,6.7811,0.0,6.7811,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,3,7.3548,4.6822,4.6822,2.1527,0.965,0.195,5.751,0.0,5.751,0.668,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,4,7.3548,4.6822,4.6822,2.1527,0.965,0.195,5.751,0.0,5.751,0.668,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,5,7.8723,4.6822,4.6822,2.1267,0.978,0.556,6.7811,0.0,6.7811,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,6,8.4511,4.6822,4.6822,2.0698,0.989,0.831,7.7965,0.0,7.7965,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,7,9.0171,4.6822,4.6822,2.0133,0.998,0.981,8.7215,0.0,8.7215,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,8,9.0171,4.6822,4.6822,2.0133,0.998,0.981,8.7215,0.0,8.7215,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,9,8.4511,4.6822,4.6822,2.0698,0.989,0.831,7.7965,0.0,7.7965,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,10,7.8723,4.6822,4.6822,2.1267,0.978,0.556,6.7811,0.0,6.7811,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,11,7.3548,4.6822,4.6822,2.1527,0.965,0.195,5.751,0.0,5.751,0.668,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,12,7.3548,4.6822,4.6822,2.1527,0.965,0.195,5.751,0.0,5.751,0.668,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,13,7.8723,4.6822,4.6822,2.1267,0.978,0.556,6.7811,0.0,6.7811,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,14,8.4511,4.6822,4.6822,2.0698,0.989,0.831,7.7965,0.0,7.7965,0.669,0.0,0.0,0.606,0.37
499,49.9,TJP1_JCAD_DKO,15,9.0171,4.6822,4.6822,2.0133,0.998,0.981,8.7215,0.0,8.7215,0.669,0.0,0.0,0.606,0.37
